date,meantemp
6/1/2016,36
6/2/2016,37.5625
6/3/2016,37.5625
6/4/2016,38.2
6/5/2016,36.16666667
6/6/2016,35.42857143
6/7/2016,34.625
6/8/2016,36.07142857
6/9/2016,35.73333333
6/10/2016,36.13333333
6/11/2016,33.4375
6/12/2016,35.5
6/13/2016,36
6/14/2016,32.625
6/15/2016,34.73333333
6/16/2016,33.5
6/17/2016,34.1875
6/18/2016,35.85714286
6/19/2016,35.625
6/20/2016,30.9375
6/21/2016,32.875
6/22/2016,33.125
6/23/2016,33.84615385
6/24/2016,36.4375
6/25/2016,35.42857143
6/26/2016,34.86666667
6/27/2016,34.3125
6/28/2016,30.78571429
6/29/2016,35.375
6/30/2016,35.46666667
7/1/2016,32.125
7/2/2016,28.4
7/3/2016,29.5625
7/4/2016,30.6875
7/5/2016,33.25
7/6/2016,33.26666667
7/7/2016,33.5
7/8/2016,30.8
7/9/2016,33.25
7/10/2016,32.5625
7/11/2016,31.5
7/12/2016,30.5
7/13/2016,31.25
7/14/2016,30.4375
7/15/2016,31
7/16/2016,27.125
7/17/2016,28.125
7/18/2016,27.66666667
7/19/2016,32.3125
7/20/2016,34.1875
7/21/2016,34.13333333
7/22/2016,34.125
7/23/2016,31.875
7/24/2016,31.4375
7/25/2016,31.9375
7/26/2016,30.3125
7/27/2016,28.3125
7/28/2016,29.53333333
7/29/2016,27.375
7/30/2016,27.33333333
7/31/2016,29.26666667
8/1/2016,29.125
8/2/2016,30.6875
8/3/2016,32.5625
8/4/2016,33.11111111
8/5/2016,33.8
8/6/2016,30.06666667
8/7/2016,33.11764706
8/8/2016,33.80952381
8/9/2016,31.61538462
8/10/2016,32
8/11/2016,28.10714286
8/12/2016,29.03571429
8/13/2016,30.32142857
8/14/2016,28.93333333
8/15/2016,31.67857143
8/16/2016,31.33333333
8/17/2016,29.92857143
8/18/2016,29.88888889
8/19/2016,32.07142857
8/20/2016,33.18518519
8/21/2016,31.59259259
8/22/2016,32.18518519
8/23/2016,31.48
8/24/2016,30.17857143
8/25/2016,31.52
8/26/2016,31.22222222
8/27/2016,31.78571429
8/28/2016,33.4
8/29/2016,29.57142857
8/30/2016,30.04
8/31/2016,27.25925926
9/1/2016,27.96
9/2/2016,30.73913043
9/3/2016,30.89473684
9/4/2016,31.69230769
9/5/2016,31.07692308
9/6/2016,30.375
9/7/2016,31.1
9/8/2016,31.91666667
9/9/2016,30.55555556
9/10/2016,31.23076923
9/11/2016,31
9/12/2016,31.64285714
9/13/2016,32.53333333
9/14/2016,30.85714286
9/15/2016,31.72727273
9/16/2016,31.4
9/17/2016,32.30769231
9/18/2016,32.25
9/19/2016,32.375
9/20/2016,33.44444444
9/21/2016,33.36
9/22/2016,30.03703704
9/23/2016,31
9/24/2016,31.24
9/25/2016,31.13043478
9/26/2016,31.48
9/27/2016,32.18518519
9/28/2016,32.44
9/29/2016,32.22727273
9/30/2016,32.21428571
10/1/2016,32.54166667
10/2/2016,32.81481481
10/3/2016,33.26923077
10/4/2016,30.55555556
10/5/2016,28.83333333
10/6/2016,30.7037037
10/7/2016,30.96
10/8/2016,30.6
10/9/2016,30.92
10/10/2016,29.77777778
10/11/2016,29.66666667
10/12/2016,29.57142857
10/13/2016,29.96296296
10/14/2016,29.75
10/15/2016,27.74074074
10/16/2016,28.42857143
10/17/2016,28.6
10/18/2016,28.5
10/19/2016,28.92592593
10/20/2016,29.07692308
10/21/2016,28.40909091
10/22/2016,29.33333333
10/23/2016,27.5
10/24/2016,28.5
10/25/2016,28.04
10/26/2016,27.57692308
10/27/2016,26.55555556
10/28/2016,25.51851852
10/29/2016,25.81481481
10/30/2016,24.82608696
10/31/2016,24.53846154
11/1/2016,24.38461538
11/2/2016,23.72727273
11/3/2016,25.64
11/4/2016,24.81481481
11/5/2016,23.11538462
11/6/2016,22.92592593
11/7/2016,24.54545455
11/8/2016,23.73076923
11/9/2016,23
11/10/2016,23.51851852
11/11/2016,23.92
11/12/2016,23.53846154
11/13/2016,24.2962963
11/14/2016,23.34615385
11/15/2016,22.24
11/16/2016,21.76923077
11/17/2016,21.73076923
11/18/2016,21.73076923
11/19/2016,20.66666667
11/20/2016,22.25
11/21/2016,21.53846154
11/22/2016,22.57894737
11/23/2016,22.82608696
11/24/2016,21.42105263
11/25/2016,23.6
11/26/2016,24.29411765
11/27/2016,23.63636364
11/28/2016,22.45454545
11/29/2016,21.61111111
11/30/2016,19.86956522
12/1/2016,19.75
12/2/2016,19.20833333
12/3/2016,21.20833333
12/4/2016,18.9
12/5/2016,18.63636364
12/6/2016,18.53846154
12/7/2016,18.25
12/8/2016,16.9
12/9/2016,19.41666667
12/10/2016,16.44444444
12/11/2016,20.04166667
12/12/2016,19.90909091
12/13/2016,19.05
12/14/2016,18.55555556
12/15/2016,18.16666667
12/16/2016,15.83333333
12/17/2016,17.5
12/18/2016,16.08333333
12/19/2016,17.85714286
12/20/2016,19.8
12/21/2016,18.05
12/22/2016,17.28571429
12/23/2016,15.55
12/24/2016,17.31818182
12/25/2016,14
12/26/2016,17.14285714
12/27/2016,16.85
12/28/2016,17.2173913
12/29/2016,15.23809524
12/30/2016,14.0952381
12/31/2016,15.05263158
1/1/2017,10
